weekly_change,rolling_mean_14,rolling_std_7,stock_threshold,stock_estime,Rating,Unit price,future_demand_7,rolling_mean_7,day_of_week,Quantity
-0.3333333333333333,5.5,1.1126972805283817,31.669045920792573,238.0,8.8,77.72,1.0,4.285714285714286,0,4
-0.2222222222222222,6.357142857142857,2.768874620972692,46.15331193145904,267.0,4.2,73.06,2.0,6.0,0,7
0.8,6.642857142857143,2.9358214555806383,50.40373218337096,276.0,6.4,46.55,3.0,6.571428571428571,5,9
9.0,4.142857142857143,3.023715784073815,33.53557367611073,216.0,8.4,35.19,2.0,4.142857142857143,6,10
-0.7142857142857143,4.857142857142857,2.115700942049814,30.17355141307472,264.0,7.2,14.39,9.0,3.857142857142857,5,2
-0.6,4.714285714285714,2.6992062325273127,42.04880934879097,236.0,5.2,23.75,2.0,5.428571428571429,5,4
0.6000000000000001,5.214285714285714,2.8535691936340264,45.28035379045104,244.0,8.9,58.9,10.0,5.857142857142857,6,8
1.0,3.928571428571429,2.878491668515696,35.31773750277354,220.0,9.0,32.62,2.0,4.428571428571429,1,4
-0.8,5.285714285714286,1.6035674514745537,28.40535117721183,239.0,9.7,66.35,5.0,3.7142857142857135,3,1
5.0,5.357142857142857,1.902379462422685,48.85356919363403,250.0,8.7,25.91,8.0,6.571428571428571,1,6
0.0,5.071428571428571,1.6035674514745537,28.40535117721183,243.0,6.5,32.25,4.0,3.7142857142857135,2,4
-0.3333333333333333,4.714285714285714,1.272418020560714,25.90862703084107,247.0,6.9,65.94,4.0,3.4285714285714284,3,4
2.0,4.714285714285714,2.4299715851758275,33.64495737776374,256.0,6.2,75.06,8.0,4.285714285714286,1,9
0.0,3.7142857142857135,2.878491668515696,35.31773750277354,224.0,5.6,16.45,2.0,4.428571428571429,3,4
-0.1999999999999999,3.857142857142857,2.870208222079928,34.30531233311989,228.0,5.7,38.3,5.0,4.285714285714286,2,4
0.6666666666666667,5.0,3.101458950082624,35.65218842512394,274.0,4.2,22.24,7.0,4.428571428571429,5,10
-0.6666666666666667,4.642857142857143,3.33809184158512,34.00713776237768,275.0,7.9,54.45,6.0,4.142857142857143,1,1
0.0,5.071428571428571,3.33809184158512,34.00713776237768,282.0,8.7,98.4,4.0,4.142857142857143,1,7
-0.5,5.428571428571429,2.000000000000001,45.0,254.0,6.9,35.47,1.0,6.0,3,4
0.1111111111111111,6.785714285714286,3.093772546815388,51.64065882022308,286.0,9.5,74.6,9.0,6.714285714285714,1,10
0.0,5.428571428571429,2.000000000000001,45.0,258.0,4.4,70.74,1.0,6.0,5,4
0.25,6.071428571428571,2.4299715851758243,47.64495737776374,268.0,7.0,35.54,7.0,6.285714285714286,4,10
0.0,5.285714285714286,3.33809184158512,34.00713776237768,287.0,6.3,67.43,5.0,4.142857142857143,2,5
-0.8,6.142857142857143,3.5050983275386565,51.25764749130799,278.0,9.7,21.12,9.0,6.571428571428571,3,2
0.125,6.357142857142857,2.572750982712401,48.8591264740686,277.0,8.8,21.54,6.0,6.428571428571429,0,9
-0.5,5.785714285714286,2.9680841985233197,47.45212629778498,279.0,5.1,12.03,4.0,6.142857142857143,6,2
-0.3333333333333333,6.0,3.338091841585121,48.00713776237768,284.0,7.9,99.71,7.0,6.142857142857143,1,6
6.0,4.285714285714286,2.6095064302514763,39.914259645377214,235.0,6.2,47.97,5.0,5.142857142857143,0,7
0.25,6.142857142857143,3.258688021128691,49.88803203169304,289.0,7.1,21.82,1.0,6.428571428571429,0,10
1.0,4.357142857142857,2.299068134204439,41.448602201306656,239.0,6.4,95.42,9.0,5.428571428571429,5,4
1.0,4.5,2.853569193634026,47.28035379045104,249.0,5.7,70.99,9.0,6.142857142857143,2,10
4.0,5.5,3.817254061682109,42.72588109252317,297.0,9.6,44.02,6.0,5.285714285714286,2,10
0.3333333333333332,6.642857142857143,3.30223589477825,51.953353842167374,297.0,6.4,69.96,8.0,6.714285714285714,4,8
-0.75,6.142857142857143,3.860668582611296,49.79100287391695,298.0,7.9,37.0,6.0,6.285714285714286,2,1
-0.5,4.857142857142857,3.9761191895520183,41.96417878432803,298.0,6.5,15.34,3.0,5.142857142857143,6,1
-0.3333333333333333,6.071428571428571,3.093772546815389,44.64065882022308,290.0,8.5,99.83,4.0,5.714285714285714,0,6
-0.5555555555555556,6.142857142857143,2.768874620972694,39.15331193145904,294.0,9.1,47.67,1.0,5.0,1,4
-0.5,5.928571428571429,1.7043362064926992,32.55650430973905,299.0,7.6,66.68,6.0,4.285714285714286,2,5
-0.75,5.928571428571429,4.29839394148448,47.44759091222672,299.0,6.9,74.86,9.0,5.857142857142857,6,1
3.5,5.0,3.9339789623472137,48.90096844352082,307.0,9.5,23.75,10.0,6.142857142857143,3,9
1.3333333333333337,6.714285714285714,2.6276913640612176,54.941537046091824,293.0,5.2,48.51,5.0,7.285714285714286,4,7
-0.3,5.857142857142857,3.952094080237415,43.92814112035612,306.0,4.2,94.88,8.0,5.428571428571429,6,7
1.0,4.785714285714286,3.265986323710906,39.89897948556636,266.0,7.0,40.3,7.0,5.0,3,10
1.3333333333333337,5.071428571428571,3.2071349029490936,43.81070235442364,273.0,6.0,27.85,3.0,5.571428571428571,3,7
-0.75,4.714285714285714,3.625307868699864,41.4379618030498,274.0,4.7,62.48,10.0,5.142857142857143,0,1
-0.7142857142857143,6.428571428571429,3.3094381626464866,50.96415724396973,295.0,7.1,36.36,4.0,6.571428571428571,0,2
1.0,6.5,2.768874620972694,39.15331193145904,309.0,5.9,18.11,4.0,5.0,2,10
4.0,4.714285714285714,3.1471831698777737,44.72077475481666,279.0,7.5,51.92,5.0,5.714285714285714,6,5
0.0,4.714285714285714,3.1471831698777737,44.72077475481666,283.0,6.4,28.84,4.0,5.714285714285714,4,4
-0.3333333333333333,5.714285714285714,3.651483716701108,40.47722557505166,312.0,5.8,78.38,9.0,5.0,3,6
1.0,5.714285714285714,3.450327796711772,42.175491695067656,316.0,4.5,60.01,6.0,5.285714285714286,4,4
-0.9,5.214285714285714,3.055050463303893,32.58257569495584,317.0,7.7,88.61,4.0,4.0,5,1
-0.8,4.571428571428571,2.645751311064589,38.96862696659689,251.0,6.7,99.82,10.0,5.0,2,2
-0.5,6.285714285714286,2.968084198523321,38.45212629778498,310.0,4.7,39.01,7.0,4.857142857142857,1,1
-0.5,5.928571428571429,3.552329886011098,50.32849482901665,296.0,4.4,48.61,3.0,6.428571428571429,0,1
0.0,4.571428571428571,3.1471831698777737,44.72077475481666,287.0,4.7,51.19,5.0,5.714285714285714,0,4
-0.1111111111111111,4.928571428571429,2.992052966172384,43.48807944925858,295.0,8.6,14.96,3.0,5.571428571428571,5,8
-0.3,5.071428571428571,2.4102953780654808,39.61544306709822,302.0,4.3,72.2,3.0,5.142857142857143,1,7
-0.3,5.071428571428571,3.5923198500080544,45.38847977501208,314.0,9.6,40.23,1.0,5.714285714285714,5,7
0.0,5.357142857142857,3.055050463303893,32.58257569495584,325.0,4.1,88.79,6.0,4.0,6,8
-0.5714285714285714,5.071428571428571,2.370453040886411,35.55567956132962,305.0,4.7,26.48,1.0,4.571428571428571,3,3
-0.5,4.571428571428571,2.8702082220799285,37.30531233311989,253.0,7.8,81.91,7.0,4.714285714285714,1,2
5.0,5.285714285714286,2.935821455580636,49.40373218337096,320.0,5.5,79.93,10.0,6.428571428571429,3,6
-0.5,4.428571428571429,3.0472470011002177,35.570870501650326,255.0,9.7,69.33,10.0,4.428571428571429,1,2
-0.4444444444444444,6.071428571428571,3.387652649872841,46.08147897480926,301.0,4.4,14.23,2.0,5.857142857142857,4,5
3.5,6.214285714285714,3.0237157840738185,45.53557367611073,319.0,5.0,15.55,7.0,5.857142857142857,3,9
9.0,5.5,2.544836041121408,44.817254061682114,315.0,4.4,78.13,7.0,5.857142857142857,6,10
-0.7142857142857143,5.571428571428571,3.625307868699864,41.4379618030498,303.0,5.2,99.37,9.0,5.142857142857143,3,2
-0.6666666666666667,5.428571428571429,3.2513733362117287,34.87706000431759,306.0,7.3,21.08,5.0,4.285714285714286,5,3
0.0,5.785714285714286,2.544836041121408,44.817254061682114,320.0,4.9,74.79,7.0,5.857142857142857,3,5
0.1666666666666667,6.071428571428571,3.055050463303893,46.58257569495584,326.0,8.1,29.67,10.0,6.0,0,7
-0.3333333333333333,5.714285714285714,3.1471831698777737,44.72077475481666,330.0,8.4,44.07,10.0,5.714285714285714,0,4
-0.0999999999999999,5.428571428571429,2.968084198523321,33.452126297784986,315.0,5.5,22.93,4.0,4.142857142857143,1,9
-0.75,5.142857142857143,3.592319850008057,42.38847977501209,331.0,8.4,39.42,1.0,5.285714285714286,4,1
0.1999999999999999,4.857142857142857,3.5989416433697508,43.39841246505463,337.0,9.8,15.26,5.0,5.428571428571429,4,6
0.25,4.428571428571429,3.047247001100218,36.570870501650326,260.0,6.7,61.77,4.0,4.571428571428571,4,5
5.0,5.5,2.811540841738193,37.21731126260729,331.0,9.4,21.52,5.0,4.714285714285714,3,6
-0.4285714285714286,5.071428571428571,3.055050463303891,46.58257569495584,324.0,6.4,97.74,7.0,6.0,1,4
-0.2857142857142857,5.571428571428571,2.7342623276105926,31.10139349141589,320.0,5.4,99.78,8.0,3.857142857142857,5,5
1.0,5.357142857142857,2.6095064302514808,32.91425964537723,324.0,8.6,94.26,8.0,4.142857142857143,1,4
-0.6,4.785714285714286,2.9920529661723854,36.48807944925858,341.0,4.0,51.13,6.0,4.571428571428571,4,4
0.0,5.785714285714286,2.544836041121408,44.817254061682114,324.0,7.6,36.36,1.0,5.857142857142857,0,4
8.0,5.857142857142857,2.6726124191242446,45.00891862868637,340.0,6.8,22.02,9.0,5.857142857142857,3,9
2.0,5.428571428571429,2.299068134204444,34.44860220130666,327.0,9.1,32.9,2.0,4.428571428571429,6,3
-0.2857142857142857,4.714285714285714,2.870208222079928,34.30531233311989,265.0,5.5,77.02,2.0,4.285714285714286,6,5
-0.6,4.928571428571429,2.449489742783182,31.67423461417477,329.0,7.9,23.48,4.0,4.0,3,2
0.0,5.071428571428571,3.055050463303891,46.58257569495584,329.0,8.5,14.7,4.0,6.0,6,5
0.25,5.857142857142857,2.4494897427831788,45.674234614174765,329.0,9.1,28.45,3.0,6.0,3,5
1.25,5.214285714285714,3.366501646120692,40.04975246918104,274.0,7.5,76.4,6.0,5.0,1,9
-0.4,5.357142857142857,2.507132682112032,41.76069902316805,335.0,5.2,57.95,1.0,5.428571428571429,6,6
-0.625,5.428571428571429,2.4976179127511173,40.74642686912668,332.0,9.5,47.65,9.0,5.285714285714286,3,3
3.5,5.071428571428571,2.886751345948131,39.3301270189222,338.0,8.9,42.82,5.0,5.0,1,9
-0.5714285714285714,4.928571428571429,2.497617912751118,36.74642686912668,335.0,7.8,48.09,9.0,4.714285714285714,6,3
6.0,5.142857142857143,2.6367367999823115,41.95510519997347,348.0,8.9,55.97,10.0,5.428571428571429,1,7
-0.2222222222222222,5.5,2.2677868380553656,39.40168025708305,355.0,7.7,76.9,5.0,5.142857142857143,4,7
0.6666666666666667,4.785714285714286,2.7516228977511767,41.12743434662677,343.0,9.3,97.03,4.0,5.285714285714286,2,5
2.0,5.428571428571429,1.976047040118704,42.96407056017806,338.0,6.2,44.65,10.0,5.714285714285714,3,3
-0.0999999999999999,5.5,3.132015933791493,38.69802390068724,283.0,7.6,77.93,5.0,4.857142857142857,2,9
-0.6666666666666667,4.5,2.8199966227605606,35.22999493414084,336.0,7.3,71.95,7.0,4.428571428571429,0,1
0.1428571428571428,5.714285714285714,2.7688746209726927,46.15331193145904,348.0,4.7,89.25,9.0,6.0,6,8
-0.3,4.928571428571429,1.914854215512681,30.87228132326902,343.0,5.1,26.02,4.0,4.0,3,7
0.4285714285714286,5.785714285714286,2.8784916685156987,43.31773750277355,365.0,4.8,13.5,1.0,5.571428571428571,2,10
4.0,5.5,3.3665016461206934,47.04975246918104,293.0,6.6,99.3,4.0,6.0,4,10
0.3999999999999999,5.071428571428571,2.2146697055682867,33.32200455835243,350.0,5.5,51.69,2.0,4.285714285714286,5,7
2.5,5.714285714285714,2.870208222079933,51.3053123331199,300.0,8.5,54.73,9.0,6.714285714285714,3,7
0.5,5.714285714285714,2.992052966172384,49.48807944925858,357.0,4.8,27.0,4.0,6.428571428571429,5,9
-0.75,4.857142857142857,2.544836041121411,30.81725406168212,351.0,8.4,30.24,1.0,3.857142857142857,0,1
-0.5555555555555556,4.357142857142857,2.2253945610567505,35.338091841585126,347.0,7.8,89.14,5.0,4.571428571428571,0,4
4.0,6.142857142857143,2.1930626551751398,58.28959398276271,310.0,9.3,37.55,3.0,7.857142857142857,4,10
0.1111111111111111,6.0,2.26778683805536,44.40168025708304,348.0,5.2,95.44,4.0,5.857142857142857,2,10
-0.4,4.785714285714286,2.507132682112039,28.76069902316806,354.0,6.5,27.5,9.0,3.571428571428572,4,3
-0.8571428571428572,5.357142857142857,2.828427124746188,39.24264068711928,349.0,5.6,74.97,2.0,5.0,5,1
0.6000000000000001,4.428571428571429,2.5819888974716134,38.87298334620742,355.0,7.4,80.96,6.0,5.0,6,8
1.0,4.857142857142857,2.7602622373694183,43.140393356054126,363.0,9.1,94.47,7.0,5.571428571428571,2,8
-0.3333333333333333,4.928571428571429,2.93582145558064,42.40373218337096,365.0,8.0,99.79,5.0,5.428571428571429,3,2
0.5,6.0,2.8115408417381937,51.21731126260729,363.0,7.2,73.22,1.0,6.714285714285714,0,6
1.0,4.857142857142857,2.6276913640612194,43.94153704609183,369.0,7.1,41.24,6.0,5.714285714285714,1,4
-0.1999999999999999,6.142857142857143,2.429971585175828,57.64495737776375,314.0,9.1,81.68,10.0,7.714285714285714,6,4
2.0,4.857142857142857,3.207134902949095,35.81070235442364,363.0,5.6,51.32,7.0,4.428571428571429,3,9
3.0,5.571428571428571,1.8644544714716107,52.79668170720742,367.0,6.0,65.94,4.0,7.142857142857143,6,4
0.6666666666666667,6.0,3.4086724129853847,44.11300861947808,359.0,5.4,14.36,3.0,5.571428571428571,6,10
2.0,5.0,3.5456210417116747,42.31843156256751,372.0,7.8,21.5,3.0,5.285714285714286,2,9
6.0,5.285714285714286,3.0237157840738185,47.53557367611073,379.0,9.9,26.26,6.0,6.142857142857143,5,7
-0.6,5.785714285714286,3.147183169877775,55.72077475481666,316.0,4.9,60.96,5.0,7.285714285714286,4,2
-0.25,5.428571428571429,1.8644544714716107,50.79668170720742,373.0,5.2,70.11,8.0,6.857142857142857,3,6
-0.3333333333333333,5.928571428571429,3.0783421635988564,52.617513245398285,322.0,8.9,42.08,7.0,6.857142857142857,1,6
-0.1666666666666666,5.714285714285714,1.976047040118709,49.96407056017807,378.0,9.1,67.09,4.0,6.714285714285714,3,5
-0.4444444444444444,5.571428571428571,2.9840847683606286,48.47612715254094,327.0,7.0,96.7,4.0,6.285714285714286,0,5
0.0,6.285714285714286,1.976047040118709,49.96407056017807,387.0,9.6,35.38,10.0,6.714285714285714,5,9
0.75,6.0,3.3665016461206907,47.04975246918104,366.0,8.7,95.49,5.0,6.0,4,7
-0.6,5.714285714285714,2.5727509827123973,41.8591264740686,331.0,9.4,96.98,5.0,5.428571428571429,2,4
-0.4285714285714286,4.857142857142857,3.093772546815389,44.64065882022308,383.0,4.0,23.65,8.0,5.714285714285714,2,4
-0.1999999999999999,5.928571428571429,3.4364987719368965,46.15474815790535,370.0,7.5,82.33,9.0,5.857142857142857,4,4
-0.7142857142857143,4.642857142857143,3.316624790355401,39.9749371855331,385.0,4.2,26.61,6.0,5.0,1,2
-0.4444444444444444,5.071428571428571,2.1930626551751367,39.2895939827627,374.0,9.9,99.69,5.0,5.142857142857143,0,5
-0.1999999999999999,5.142857142857143,2.236067977499792,38.35410196624969,378.0,4.2,74.89,3.0,5.0,4,4
0.25,4.857142857142857,2.1930626551751367,39.2895939827627,383.0,9.9,40.94,3.0,5.142857142857143,6,5
-0.8333333333333334,5.285714285714286,3.891382420536066,41.8370736308041,371.0,5.8,75.82,4.0,5.142857142857143,3,1
-0.25,4.928571428571429,1.864454471471612,36.79668170720742,389.0,6.0,46.77,2.0,4.857142857142857,0,6
1.5,6.071428571428571,3.2071349029490923,49.81070235442364,375.0,10.0,32.32,1.0,6.428571428571429,2,10
0.2857142857142858,6.214285714285714,2.870208222079929,44.30531233311989,340.0,9.5,54.07,10.0,5.714285714285714,6,9
-0.125,5.142857142857143,1.6035674514745502,35.40535117721183,396.0,6.6,18.22,4.0,4.714285714285714,6,7
-0.7,6.285714285714286,2.288688541085312,36.43303281162797,343.0,8.1,80.48,8.0,4.714285714285714,4,3
1.5,6.642857142857143,2.992052966172381,43.48807944925857,353.0,9.7,37.95,1.0,5.571428571428571,5,10
0.0,4.428571428571429,3.316624790355401,39.9749371855331,386.0,7.2,76.82,6.0,5.0,2,1
2.333333333333333,5.928571428571429,4.140393356054124,49.21059003408119,381.0,6.2,52.26,8.0,6.142857142857143,5,10
0.0,5.857142857142857,3.2071349029490923,49.81070235442364,376.0,7.3,79.74,2.0,6.428571428571429,2,1
-0.1666666666666666,5.857142857142857,3.251373336211726,48.87706000431759,381.0,4.3,77.5,7.0,6.285714285714286,3,5
1.5,5.285714285714286,1.0690449676497027,37.60356745147456,401.0,4.6,54.27,5.0,5.142857142857143,2,5
0.125,6.428571428571429,2.1157009420498167,51.173551413074726,396.0,5.8,13.59,6.0,6.857142857142857,4,9
0.5,5.571428571428571,3.1014589500826246,50.65218842512394,387.0,8.3,41.06,1.0,6.571428571428571,1,6
2.0,4.714285714285714,3.484660262185849,46.226990393278776,395.0,8.0,19.24,4.0,5.857142857142857,0,9
0.5,5.571428571428571,0.975900072948538,39.46385010942281,407.0,9.4,39.43,10.0,5.428571428571429,0,6
-0.5555555555555556,6.285714285714286,2.1157009420498167,46.173551413074726,400.0,6.2,46.22,9.0,6.142857142857143,1,4
-0.8333333333333334,6.071428571428571,2.8784916685156987,42.31773750277355,401.0,9.8,13.98,6.0,5.428571428571429,0,1
1.5,6.642857142857143,2.5819888974716108,45.87298334620742,358.0,9.6,39.75,9.0,6.0,4,5
0.1666666666666667,6.5,2.609506430251477,46.914259645377214,365.0,4.9,97.79,2.0,6.142857142857143,5,7
-0.6,5.571428571428571,3.817254061682109,42.72588109252317,385.0,8.0,67.26,7.0,5.285714285714286,5,4
0.0,5.285714285714286,0.975900072948538,39.46385010942281,412.0,7.8,13.79,5.0,5.428571428571429,4,5
-0.1999999999999999,6.142857142857143,2.7080128015453195,46.06201920231798,369.0,4.1,68.71,7.0,6.0,4,4
0.0,6.285714285714286,2.8784916685156987,42.31773750277355,405.0,5.5,56.53,10.0,5.428571428571429,0,4
0.25,5.785714285714286,2.609506430251477,46.914259645377214,374.0,5.4,23.82,1.0,6.142857142857143,0,5
0.4285714285714286,6.214285714285714,3.366501646120691,54.04975246918104,397.0,5.1,34.21,1.0,7.0,2,10
1.0,5.214285714285714,3.644957377763733,43.4674360666456,387.0,6.9,21.87,1.0,5.428571428571429,4,2
-0.2857142857142857,5.928571428571429,3.45032779671177,52.175491695067656,402.0,7.8,20.97,1.0,6.714285714285714,4,5
-0.7,5.0,3.101458950082623,35.65218842512393,390.0,6.6,25.84,4.0,4.428571428571429,6,3
0.3333333333333332,6.285714285714286,3.0394235042348483,44.55913525635227,413.0,9.2,50.93,1.0,5.714285714285714,4,8
-0.9,5.5,3.6903993847614416,43.535599077142166,403.0,7.8,96.11,7.0,5.428571428571429,4,1
-0.1999999999999999,6.142857142857143,3.101458950082626,43.65218842512394,417.0,8.7,45.38,9.0,5.571428571428571,1,4
-0.9,5.285714285714286,3.387652649872843,34.08147897480927,404.0,9.2,81.51,8.0,4.142857142857143,1,1
1.0,5.357142857142857,3.251373336211729,34.87706000431759,406.0,8.3,57.22,3.0,4.285714285714286,5,2
-0.2222222222222222,5.0,3.258688021128691,43.88803203169304,402.0,8.2,25.22,10.0,5.571428571428571,0,7
-0.25,5.142857142857143,1.2535663410560214,38.88034951158403,415.0,7.5,38.6,9.0,5.285714285714286,3,3
-0.6666666666666667,5.0,2.9840847683606304,37.47612715254095,405.0,9.8,84.05,10.0,4.714285714285714,2,3
0.1111111111111111,6.0,2.811540841738193,48.21731126260729,384.0,8.7,97.21,1.0,6.285714285714286,4,10
1.6666666666666663,5.857142857142857,2.44948974278318,52.67423461417477,392.0,6.7,25.42,3.0,7.0,1,8
-0.9,5.642857142857143,2.9277002188455983,44.3915503282684,393.0,5.0,16.28,5.0,5.714285714285714,5,1
0.8,6.142857142857143,3.147183169877773,48.72077475481666,402.0,7.0,40.61,10.0,6.285714285714286,2,9
0.3999999999999999,5.428571428571429,3.4086724129853887,37.11300861947808,413.0,8.9,53.17,8.0,4.571428571428571,0,7
-0.4,5.071428571428571,1.5275252316519503,37.291287847477925,418.0,8.0,20.87,1.0,5.0,2,3
-0.2857142857142857,5.071428571428571,2.9113897843110017,33.367084676466504,395.0,6.9,67.27,10.0,4.142857142857143,2,5
0.1111111111111111,6.214285714285714,3.30223589477825,44.953353842167374,427.0,7.3,90.65,10.0,5.714285714285714,4,10
-0.7142857142857143,5.857142857142857,3.505098327538655,44.25764749130799,404.0,6.9,69.08,10.0,5.571428571428571,3,2
-0.6666666666666667,4.642857142857143,1.8126539343499355,33.7189809015249,420.0,5.7,43.27,5.0,4.428571428571429,4,2
-0.1428571428571429,5.357142857142857,2.8784916685157,36.31773750277355,411.0,6.4,23.46,1.0,4.571428571428571,6,6
0.75,6.0,3.4641016151377544,47.19615242270663,411.0,9.6,95.54,4.0,6.0,5,7
-0.8,5.785714285714286,3.952094080237413,43.92814112035612,412.0,6.8,47.44,2.0,5.428571428571429,4,1
1.25,5.357142857142857,3.4364987719368965,39.15474815790535,404.0,9.0,99.24,6.0,4.857142857142857,1,9
3.0,5.214285714285714,3.039423504234845,41.55913525635227,408.0,9.6,82.93,4.0,5.285714285714286,6,4
-0.3333333333333333,6.071428571428571,2.984084768360629,41.47612715254094,433.0,7.7,33.99,2.0,5.285714285714286,4,6
-0.4285714285714286,4.357142857142857,1.4142135623731007,30.121320343559653,424.0,7.0,17.04,10.0,4.0,4,4
1.0,5.428571428571429,3.132015933791496,40.69802390068725,419.0,6.5,40.86,5.0,5.142857142857143,3,8
0.0,4.571428571428571,1.4142135623731007,30.121320343559653,429.0,8.1,17.44,1.0,4.0,1,5
-0.1999999999999999,5.571428571428571,2.5819888974716085,38.87298334620741,416.0,4.3,88.43,5.0,5.0,4,8
1.25,6.071428571428571,3.214550253664319,46.82182538049648,442.0,6.5,89.21,6.0,6.0,1,9
-0.9,5.214285714285714,3.670993118515812,34.50648967777372,413.0,9.5,12.78,10.0,4.142857142857143,1,1
0.75,5.357142857142857,2.6367367999823075,41.95510519997346,423.0,9.7,19.1,10.0,5.428571428571429,1,7
-0.8333333333333334,5.214285714285714,3.5790395093549656,32.36855926403245,414.0,9.5,19.15,5.0,3.857142857142857,0,1
0.6666666666666667,5.0,2.6367367999823124,35.95510519997347,439.0,8.9,27.66,5.0,4.571428571428571,3,10
-0.625,5.214285714285714,3.2586880211286835,28.888032031693022,416.0,6.5,45.74,2.0,3.4285714285714284,6,3
-0.9,4.785714285714286,2.439750182371341,21.65962527355701,415.0,5.3,27.07,5.0,2.571428571428572,5,1
-0.5,5.357142857142857,2.8702082220799285,41.30531233311989,424.0,9.6,39.12,5.0,5.285714285714286,1,1
2.0,5.357142857142857,2.8115408417381933,44.21731126260729,425.0,6.7,74.71,4.0,5.714285714285714,1,6
5.0,5.714285714285714,1.902379462422684,47.85356919363402,431.0,7.6,22.01,1.0,6.428571428571429,2,6
0.0,5.0,2.6367367999823124,35.95510519997347,444.0,4.8,63.61,1.0,4.571428571428571,5,5
-0.8,4.357142857142857,2.2360679774998,17.3541019662497,416.0,5.5,25.0,2.0,2.0,6,1
-0.5555555555555556,5.785714285714286,1.704336206492695,42.55650430973904,435.0,4.7,20.77,10.0,5.714285714285714,3,4
4.0,4.857142857142857,3.1091263510295994,32.6636895265444,421.0,6.9,29.56,1.0,4.0,2,5
2.0,5.357142857142857,2.992052966172384,42.48807944925858,453.0,4.5,77.4,8.0,5.428571428571429,4,9
0.4285714285714286,5.857142857142857,2.3401261667248794,46.51018925008732,445.0,6.2,79.39,2.0,6.142857142857143,3,10
2.333333333333333,5.928571428571429,2.2677868380553625,53.40168025708304,455.0,7.6,46.57,8.0,7.142857142857143,6,10
-0.6666666666666667,5.071428571428571,3.3380918415851224,41.00713776237768,454.0,7.9,35.89,6.0,5.142857142857143,5,1
1.5,5.0,3.0472470011002217,43.57087050165033,459.0,4.5,40.52,6.0,5.571428571428571,6,5
1.5,5.214285714285714,3.3594217189442426,50.03913257841637,469.0,8.7,73.05,6.0,6.428571428571429,6,10
0.3333333333333332,4.928571428571429,2.7602622373694143,42.14039335605412,428.0,6.1,73.95,10.0,5.428571428571429,6,4
-0.8,4.928571428571429,3.933978962347216,46.90096844352082,470.0,6.4,22.62,10.0,5.857142857142857,6,1
-0.5,4.857142857142857,3.484660262185849,41.226990393278776,475.0,9.1,51.34,9.0,5.142857142857143,3,5
1.0,5.142857142857143,3.236694374850746,47.85504156227612,438.0,7.1,54.55,4.0,6.142857142857143,5,10
6.0,4.142857142857143,2.853569193634032,24.28035379045105,423.0,7.7,37.15,6.0,2.857142857142857,4,7
-0.3333333333333333,5.285714285714286,2.9840847683606264,44.47612715254094,444.0,4.5,37.02,8.0,5.714285714285714,4,6
-0.8,4.571428571428571,3.823486317361111,37.73522947604167,476.0,7.2,21.58,6.0,4.571428571428571,5,1
-0.8333333333333334,5.5,3.25868802112869,49.88803203169304,456.0,8.4,98.84,7.0,6.428571428571429,4,1
5.0,6.071428571428571,2.36038737740833,50.540581066112495,448.0,5.4,83.77,5.0,6.714285714285714,2,6
0.0,5.5,2.9840847683606264,44.47612715254094,448.0,9.7,40.05,1.0,5.714285714285714,4,4
0.1111111111111111,5.214285714285714,3.387652649872836,34.08147897480926,431.0,5.5,43.13,7.0,4.142857142857143,5,10
7.0,4.0,3.2877840272018832,31.931676040802824,431.0,4.6,72.57,1.0,3.857142857142857,5,8
-0.375,5.571428571428571,3.214550253664319,46.82182538049648,461.0,6.6,64.44,3.0,6.0,5,5
0.5,4.142857142857143,3.2145502536643216,32.821825380496485,434.0,6.3,65.18,9.0,4.0,0,3
-0.375,5.142857142857143,2.81154084173819,41.21731126260728,453.0,4.2,33.26,8.0,5.285714285714286,0,5
-0.3333333333333333,5.714285714285714,3.30223589477825,44.953353842167374,465.0,4.4,84.07,10.0,5.714285714285714,3,4
0.4285714285714286,5.571428571428571,3.3022358947782475,44.953353842167374,463.0,6.7,34.37,1.0,5.714285714285714,5,10
-0.8333333333333334,5.714285714285714,3.741657386773943,40.61248608016091,466.0,6.7,38.6,6.0,5.0,1,1
-0.1111111111111111,4.928571428571429,3.644957377763737,36.4674360666456,484.0,8.4,65.97,1.0,4.428571428571429,5,8
1.5,5.785714285714286,4.140393356054126,47.21059003408119,476.0,6.2,32.8,6.0,5.857142857142857,4,10
4.0,5.785714285714286,2.6276913640612154,47.941537046091824,468.0,5.0,37.14,2.0,6.285714285714286,1,5
1.5,6.5,2.299068134204441,56.44860220130666,458.0,6.0,60.38,5.0,7.571428571428571,1,10
1.5,6.285714285714286,2.734262327610586,54.10139349141588,478.0,7.0,36.98,1.0,7.142857142857143,1,10
-0.6,6.214285714285714,2.6276913640612154,47.941537046091824,482.0,6.6,49.49,3.0,6.285714285714286,3,4
4.0,5.428571428571429,3.860668582611293,42.79100287391694,441.0,7.3,41.09,1.0,5.285714285714286,3,10
-0.4285714285714286,5.428571428571429,3.804758924845365,39.707138387268046,445.0,8.3,37.15,4.0,4.857142857142857,5,4
-0.875,6.142857142857143,3.359421718944243,51.03913257841637,459.0,4.3,22.96,2.0,6.571428571428571,2,1
