Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Rating,day_of_week,month,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_change,future_demand_7,stock_estime,reapprovisionnement,stock_threshold
B,Mandalay,Member,Male,Health and beauty,42.57,8,5.6,0,2,7.857142857142857,6.928571428571429,2.1930626551751318,0.33333333333333326,9.0,200.0,0.0,58.289593982762696
C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,4.8,2,1,7.142857142857143,6.785714285714286,1.6761634196950528,4.0,4.0,149.0,0.0,52.51424512954258
A,Yangon,Normal,Male,Fashion accessories,98.98,10,8.7,4,2,7.428571428571429,6.5,2.8784916685156987,0.25,1.0,158.0,0.0,56.31773750277355
A,Yangon,Normal,Male,Food and beverages,51.28,6,6.5,5,1,6.142857142857143,6.428571428571429,2.794552524023088,-0.25,9.0,178.0,0.0,47.191828786034634
A,Yangon,Member,Male,Sports and travel,69.52,7,8.5,4,2,5.857142857142857,6.571428571428571,3.236694374850747,-0.125,2.0,220.0,0.0,45.85504156227612
A,Yangon,Normal,Male,Health and beauty,70.01,5,5.5,3,1,7.142857142857143,6.857142857142857,2.1930626551751327,-0.5,9.0,205.0,0.0,53.289593982762696
B,Mandalay,Member,Male,Food and beverages,80.05,5,9.4,5,1,6.714285714285714,6.5,1.7994708216848754,4.0,5.0,183.0,0.0,49.69920623252732
C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,6.3,6,3,6.857142857142857,6.714285714285714,3.1847852585154217,-0.11111111111111116,9.0,150.0,0.0,52.777177887773135
B,Mandalay,Member,Male,Electronic accessories,52.89,6,9.8,5,1,6.285714285714286,6.571428571428571,2.8702082220799308,-0.4,3.0,156.0,0.0,48.30531233311989
B,Mandalay,Normal,Male,Food and beverages,19.79,8,8.7,4,1,7.0,6.571428571428571,1.8257418583505545,0.33333333333333326,9.0,191.0,0.0,51.73861278752583
A,Yangon,Member,Male,Home and lifestyle,33.84,9,8.8,3,3,7.285714285714286,7.0,1.799470821684876,0.125,1.0,158.0,0.0,53.69920623252732
A,Yangon,Member,Male,Food and beverages,22.17,8,9.6,6,3,7.428571428571429,6.928571428571429,1.6183471874253752,0.6000000000000001,3.0,199.0,0.0,54.427520781138064
C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,4.8,2,2,7.142857142857143,6.357142857142857,2.7945525240230884,-0.2222222222222222,2.0,165.0,0.0,54.191828786034634
A,Yangon,Normal,Male,Food and beverages,73.88,6,4.4,5,3,7.142857142857143,6.928571428571429,1.6761634196950523,-0.25,7.0,205.0,0.0,52.51424512954258
C,Naypyitaw,Member,Male,Health and beauty,86.8,3,9.9,0,1,6.142857142857143,6.428571428571429,2.267786838055363,-0.7,9.0,208.0,0.0,46.401680257083044
C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,5.7,5,2,7.142857142857143,6.428571428571429,2.7945525240230884,0.0,4.0,172.0,0.0,54.191828786034634
C,Naypyitaw,Member,Male,Food and beverages,38.47,8,7.7,2,1,7.285714285714286,6.857142857142857,1.7043362064926946,0.1428571428571428,2.0,213.0,0.0,53.55650430973904
A,Yangon,Member,Male,Sports and travel,15.5,10,8.0,5,3,5.857142857142857,6.642857142857143,3.236694374850747,0.0,2.0,230.0,0.0,45.85504156227612
C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,5.7,4,1,6.428571428571429,6.928571428571429,2.3704530408864075,0.33333333333333326,10.0,216.0,0.0,48.55567956132961
A,Yangon,Normal,Female,Sports and travel,12.34,7,6.7,0,3,5.857142857142857,6.785714285714286,3.236694374850747,0.0,2.0,237.0,0.0,45.85504156227612
B,Mandalay,Member,Male,Food and beverages,18.08,3,8.0,1,3,6.285714285714286,6.357142857142857,1.8898223650461365,-0.7,9.0,216.0,0.0,46.83473354756921
B,Mandalay,Member,Female,Home and lifestyle,94.49,8,7.5,6,3,7.428571428571429,6.928571428571429,1.812653934349933,0.1428571428571428,5.0,166.0,0.0,54.7189809015249
B,Mandalay,Member,Male,Home and lifestyle,46.47,4,7.0,4,2,7.142857142857143,6.928571428571429,2.1930626551751353,-0.33333333333333337,10.0,170.0,0.0,53.2895939827627
A,Yangon,Normal,Male,Home and lifestyle,74.07,1,9.9,6,2,6.428571428571429,6.571428571428571,3.207134902949093,-0.8333333333333334,5.0,171.0,0.0,49.81070235442364
C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,5.9,0,1,5.857142857142857,6.214285714285714,3.2366943748507486,-0.5,1.0,175.0,0.0,45.85504156227612
B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,7.2,0,2,5.571428571428571,5.785714285714286,3.4086724129853874,-0.4,8.0,178.0,0.0,44.11300861947808
B,Mandalay,Normal,Female,Fashion accessories,73.52,2,4.6,1,1,7.0,6.071428571428571,3.055050463303894,-0.33333333333333337,5.0,174.0,0.0,53.58257569495584
C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,9.2,5,3,6.714285714285714,6.428571428571429,2.1380899352993956,0.5,7.0,225.0,0.0,50.20713490294909
B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.7,5,1,4.714285714285714,5.928571428571429,2.8115408417381933,-0.6,4.0,182.0,0.0,37.21731126260729
A,Yangon,Normal,Male,Electronic accessories,32.71,5,9.9,1,3,5.571428571428571,6.5,2.3704530408864084,-0.5,6.0,161.0,0.0,42.55567956132961
C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,5.0,6,1,5.714285714285714,5.928571428571429,3.4503277967117705,-0.9,1.0,175.0,0.0,45.175491695067656
C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.9,1,3,6.142857142857143,6.357142857142857,2.794552524023087,-0.5,5.0,218.0,0.0,47.191828786034634
A,Yangon,Normal,Female,Home and lifestyle,25.29,1,6.1,5,3,3.5714285714285716,5.428571428571429,2.370453040886409,-0.8888888888888888,8.0,183.0,0.0,28.55567956132961
C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.2,1,3,5.571428571428571,6.142857142857143,2.7602622373694174,-0.5,2.0,222.0,0.0,43.140393356054126
C,Naypyitaw,Member,Female,Food and beverages,71.39,5,5.5,6,2,6.714285714285714,6.714285714285714,2.1380899352993956,0.0,9.0,230.0,0.0,50.20713490294909
C,Naypyitaw,Member,Female,Sports and travel,19.15,6,6.8,1,1,5.571428571428571,6.571428571428571,3.1014589500826237,-0.25,10.0,243.0,0.0,43.65218842512394
B,Mandalay,Member,Female,Electronic accessories,57.49,4,6.6,4,3,5.0,6.357142857142857,2.160246899469288,-0.5,5.0,165.0,0.0,38.24037034920393
C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,9.8,0,1,5.142857142857143,6.142857142857143,2.267786838055364,0.16666666666666674,4.0,172.0,0.0,39.401680257083044
B,Mandalay,Member,Male,Health and beauty,25.9,10,8.7,2,2,5.714285714285714,6.642857142857143,2.9840847683606286,0.11111111111111116,2.0,232.0,0.0,44.47612715254094
B,Mandalay,Member,Male,Home and lifestyle,17.77,5,5.4,4,2,3.142857142857143,5.285714285714286,1.5735915849388875,-0.375,8.0,188.0,0.0,24.36038737740833
A,Yangon,Normal,Female,Health and beauty,23.03,9,7.9,3,1,5.857142857142857,6.857142857142857,3.132015933791495,0.125,6.0,241.0,0.0,45.69802390068724
C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,9.7,4,1,5.714285714285714,6.714285714285714,2.690370836538197,0.8,6.0,181.0,0.0,44.0355562548073
C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,7.8,0,3,4.0,5.571428571428571,3.055050463303894,1.5,4.0,198.0,0.0,32.58257569495584
B,Mandalay,Normal,Female,Fashion accessories,30.37,3,5.1,3,3,5.571428571428571,5.785714285714286,3.552329886011097,-0.25,2.0,178.0,0.0,44.32849482901665
B,Mandalay,Normal,Female,Electronic accessories,99.73,9,6.5,5,3,6.857142857142857,6.928571428571429,1.9518001458970642,8.0,3.0,190.0,0.0,50.927700218845594
A,Yangon,Normal,Male,Electronic accessories,26.23,9,5.9,4,1,7.0,6.928571428571429,2.0816659994661304,0.125,5.0,199.0,0.0,52.122498999199195
C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,8.8,2,1,6.857142857142857,6.928571428571429,2.267786838055364,0.125,10.0,239.0,0.0,51.401680257083044
B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,4.9,2,3,4.571428571428571,5.5,2.7602622373694174,4.0,8.0,203.0,0.0,36.140393356054126
B,Mandalay,Normal,Male,Sports and travel,46.42,3,4.4,4,1,5.142857142857143,6.357142857142857,3.2366943748507473,-0.5,1.0,246.0,0.0,40.85504156227612
B,Mandalay,Member,Female,Sports and travel,29.61,7,6.5,0,3,6.0,6.571428571428571,2.708012801545318,6.0,7.0,253.0,0.0,46.06201920231798
A,Yangon,Normal,Male,Home and lifestyle,18.28,1,8.3,4,3,4.142857142857143,5.0,3.078342163598855,-0.75,6.0,204.0,0.0,33.617513245398285
B,Mandalay,Normal,Female,Sports and travel,24.77,5,8.5,6,3,6.428571428571429,6.214285714285714,2.1491969707422367,1.5,5.0,258.0,0.0,48.22379545611336
A,Yangon,Member,Female,Electronic accessories,94.64,3,5.5,3,2,6.571428571428571,6.428571428571429,2.5727509827123987,-0.5,3.0,202.0,0.0,49.859126474068596
B,Mandalay,Normal,Male,Fashion accessories,94.87,8,8.7,1,2,5.428571428571429,6.285714285714286,3.408672412985386,-0.11111111111111116,5.0,186.0,0.0,43.11300861947808
B,Mandalay,Normal,Female,Food and beverages,57.34,3,7.9,6,3,6.142857142857143,6.785714285714286,2.6095064302514777,-0.625,7.0,242.0,0.0,46.914259645377214
B,Mandalay,Normal,Male,Electronic accessories,45.35,6,6.1,3,1,6.714285714285714,6.142857142857143,2.4976179127511138,0.19999999999999996,4.0,208.0,0.0,50.74642686912667
B,Mandalay,Normal,Male,Food and beverages,62.08,7,5.4,2,3,6.285714285714286,6.714285714285714,2.627691364061218,0.16666666666666674,2.0,249.0,0.0,47.941537046091824
C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,9.4,6,2,6.857142857142857,5.928571428571429,2.340126166724877,0.25,1.0,213.0,0.0,51.510189250087315
C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,8.2,3,2,4.142857142857143,5.785714285714286,3.0783421635988515,-0.9,10.0,187.0,0.0,33.61751324539828
A,Yangon,Normal,Male,Food and beverages,43.25,2,6.2,2,3,5.428571428571429,6.357142857142857,2.935821455580639,-0.75,1.0,251.0,0.0,42.403732183370956
C,Naypyitaw,Member,Female,Sports and travel,87.16,2,9.7,4,1,5.714285714285714,5.785714285714286,2.6903708365381953,-0.7142857142857143,10.0,260.0,0.0,44.03555625480729
B,Mandalay,Member,Male,Health and beauty,69.37,9,4.0,5,1,6.428571428571429,6.785714285714286,3.309438162646486,0.8,6.0,250.0,0.0,49.96415724396973
C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,9.7,3,1,6.428571428571429,5.785714285714286,2.572750982712399,-0.4285714285714286,4.0,217.0,0.0,48.859126474068596
B,Mandalay,Member,Female,Electronic accessories,90.7,6,5.3,1,2,6.0,5.857142857142857,2.309401076758503,-0.33333333333333337,4.0,223.0,0.0,45.46410161513776
A,Yangon,Normal,Female,Home and lifestyle,63.42,8,7.4,0,3,4.857142857142857,5.214285714285714,3.338091841585121,1.6666666666666665,4.0,212.0,0.0,39.00713776237768
B,Mandalay,Normal,Female,Fashion accessories,81.37,2,6.5,5,1,3.4285714285714284,5.285714285714286,2.878491668515694,-0.7142857142857143,4.0,189.0,0.0,28.31773750277354
B,Mandalay,Member,Female,Electronic accessories,10.59,3,8.7,1,3,5.142857142857143,6.0,2.1157009420498176,-0.6666666666666667,9.0,226.0,0.0,39.173551413074726
B,Mandalay,Normal,Female,Health and beauty,84.09,9,8.0,0,2,7.285714285714286,6.714285714285714,3.039423504234846,2.0,4.0,259.0,0.0,55.55913525635227
B,Mandalay,Member,Male,Fashion accessories,73.82,4,6.7,3,2,3.0,5.071428571428571,2.449489742783173,-0.4285714285714286,4.0,193.0,0.0,24.674234614174757
A,Yangon,Member,Male,Health and beauty,51.94,10,6.5,5,3,7.571428571428571,7.0,3.207134902949091,0.25,5.0,269.0,0.0,57.81070235442364
A,Yangon,Normal,Female,Sports and travel,93.14,2,4.1,6,1,4.571428571428571,5.214285714285714,2.2253945610567456,-0.8,1.0,262.0,0.0,35.33809184158512
C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.9,0,1,8.0,7.071428571428571,2.4494897427831757,1.5,10.0,274.0,0.0,59.674234614174765
C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,8.6,1,3,3.4285714285714284,5.214285714285714,2.5071326821120303,1.5,4.0,198.0,0.0,27.760699023168044
B,Mandalay,Member,Female,Electronic accessories,13.22,5,4.3,5,3,4.571428571428571,5.785714285714286,1.2724180205607096,-0.4444444444444444,10.0,231.0,0.0,33.90862703084107
A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.9,4,1,3.4285714285714284,4.571428571428571,2.5071326821120303,0.0,7.0,199.0,0.0,27.760699023168044
A,Yangon,Normal,Male,Food and beverages,24.94,9,5.6,4,1,6.285714285714286,6.285714285714286,2.984084768360628,2.0,5.0,260.0,0.0,48.47612715254094
A,Yangon,Normal,Male,Health and beauty,59.77,2,5.8,0,3,7.714285714285714,6.642857142857143,3.0394235042348456,-0.5,1.0,276.0,0.0,58.55913525635227
C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,6.0,3,2,3.2857142857142856,4.428571428571429,2.5634797778466183,-0.33333333333333337,4.0,201.0,0.0,26.84521966676993
A,Yangon,Member,Male,Home and lifestyle,62.65,4,4.2,5,1,4.857142857142857,4.785714285714286,3.338091841585121,0.0,4.0,216.0,0.0,39.00713776237768
B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,8.3,5,2,5.857142857142857,4.714285714285714,3.0237157840738185,7.0,10.0,224.0,0.0,45.53557367611073
A,Yangon,Member,Male,Home and lifestyle,47.59,8,5.7,1,1,6.285714285714286,4.714285714285714,3.0937725468153885,0.6000000000000001,9.0,232.0,0.0,48.64065882022308
B,Mandalay,Member,Female,Electronic accessories,81.4,3,4.8,5,2,4.571428571428571,5.571428571428571,1.2724180205607096,0.0,7.0,234.0,0.0,33.90862703084107
A,Yangon,Member,Male,Fashion accessories,17.94,5,6.8,2,1,2.857142857142857,4.142857142857143,1.7728105208558294,-0.375,10.0,206.0,0.0,22.659215781283745
A,Yangon,Member,Male,Electronic accessories,77.72,4,8.8,0,1,4.285714285714286,5.5,1.1126972805283817,-0.33333333333333337,1.0,238.0,0.0,31.669045920792573
B,Mandalay,Normal,Male,Food and beverages,73.06,7,4.2,0,1,6.0,6.357142857142857,2.7688746209726918,-0.2222222222222222,2.0,267.0,0.0,46.15331193145904
B,Mandalay,Member,Male,Food and beverages,46.55,9,6.4,5,2,6.571428571428571,6.642857142857143,2.9358214555806383,0.8,3.0,276.0,0.0,50.403732183370956
C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,8.4,6,3,4.142857142857143,4.142857142857143,3.023715784073815,9.0,2.0,216.0,0.0,33.53557367611073
C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,7.2,5,3,3.857142857142857,4.857142857142857,2.115700942049814,-0.7142857142857143,9.0,264.0,0.0,30.17355141307472
A,Yangon,Normal,Male,Home and lifestyle,23.75,4,5.2,5,3,5.428571428571429,4.714285714285714,2.6992062325273127,-0.6,2.0,236.0,0.0,42.04880934879097
A,Yangon,Member,Male,Home and lifestyle,58.9,8,8.9,6,1,5.857142857142857,5.214285714285714,2.8535691936340264,0.6000000000000001,10.0,244.0,0.0,45.28035379045104
B,Mandalay,Member,Male,Fashion accessories,32.62,4,9.0,1,1,4.428571428571429,3.9285714285714284,2.8784916685156956,1.0,2.0,220.0,0.0,35.31773750277354
A,Yangon,Member,Male,Electronic accessories,66.35,1,9.7,3,1,3.7142857142857144,5.285714285714286,1.6035674514745537,-0.8,5.0,239.0,0.0,28.40535117721183
A,Yangon,Member,Male,Home and lifestyle,25.91,6,8.7,1,2,6.571428571428571,5.357142857142857,1.902379462422685,5.0,8.0,250.0,0.0,48.85356919363403
A,Yangon,Member,Male,Electronic accessories,32.25,4,6.5,2,2,3.7142857142857144,5.071428571428571,1.6035674514745537,0.0,4.0,243.0,0.0,28.40535117721183
C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,6.9,3,2,3.4285714285714284,4.714285714285714,1.272418020560714,-0.33333333333333337,4.0,247.0,0.0,25.90862703084107
A,Yangon,Normal,Female,Electronic accessories,75.06,9,6.2,1,3,4.285714285714286,4.714285714285714,2.4299715851758275,2.0,8.0,256.0,0.0,33.64495737776374
C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,5.6,3,3,4.428571428571429,3.7142857142857144,2.8784916685156956,0.0,2.0,224.0,0.0,35.31773750277354
B,Mandalay,Member,Female,Fashion accessories,38.3,4,5.7,2,3,4.285714285714286,3.857142857142857,2.870208222079928,-0.19999999999999996,5.0,228.0,0.0,34.30531233311989
A,Yangon,Member,Female,Sports and travel,22.24,10,4.2,5,2,4.428571428571429,5.0,3.1014589500826237,0.6666666666666667,7.0,274.0,0.0,35.65218842512394
B,Mandalay,Normal,Male,Sports and travel,54.45,1,7.9,1,2,4.142857142857143,4.642857142857143,3.3380918415851197,-0.6666666666666667,6.0,275.0,0.0,34.00713776237768
A,Yangon,Member,Female,Sports and travel,98.4,7,8.7,1,3,4.142857142857143,5.071428571428571,3.3380918415851197,0.0,4.0,282.0,0.0,34.00713776237768
C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,6.9,3,3,6.0,5.428571428571429,2.000000000000001,-0.5,1.0,254.0,0.0,45.0
B,Mandalay,Member,Female,Food and beverages,74.6,10,9.5,1,1,6.714285714285714,6.785714285714286,3.0937725468153876,0.11111111111111116,9.0,286.0,0.0,51.64065882022308
A,Yangon,Member,Male,Home and lifestyle,70.74,4,4.4,5,1,6.0,5.428571428571429,2.000000000000001,0.0,1.0,258.0,0.0,45.0
A,Yangon,Member,Female,Home and lifestyle,35.54,10,7.0,4,1,6.285714285714286,6.071428571428571,2.4299715851758243,0.25,7.0,268.0,0.0,47.64495737776374
B,Mandalay,Normal,Female,Sports and travel,67.43,5,6.3,2,3,4.142857142857143,5.285714285714286,3.3380918415851197,0.0,5.0,287.0,0.0,34.00713776237768
C,Naypyitaw,Member,Female,Health and beauty,21.12,2,9.7,3,1,6.571428571428571,6.142857142857143,3.5050983275386565,-0.8,9.0,278.0,0.0,51.257647491307985
A,Yangon,Member,Female,Home and lifestyle,21.54,9,8.8,0,1,6.428571428571429,6.357142857142857,2.572750982712401,0.125,6.0,277.0,0.0,48.8591264740686
A,Yangon,Normal,Female,Home and lifestyle,12.03,2,5.1,6,1,6.142857142857143,5.785714285714286,2.9680841985233193,-0.5,4.0,279.0,0.0,47.45212629778498
B,Mandalay,Normal,Female,Health and beauty,99.71,6,7.9,1,2,6.142857142857143,6.0,3.338091841585121,-0.33333333333333337,7.0,284.0,0.0,48.00713776237768
B,Mandalay,Normal,Male,Fashion accessories,47.97,7,6.2,0,1,5.142857142857143,4.285714285714286,2.6095064302514763,6.0,5.0,235.0,0.0,39.914259645377214
C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,7.1,0,1,6.428571428571429,6.142857142857143,3.258688021128691,0.25,1.0,289.0,0.0,49.88803203169304
C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,6.4,5,2,5.428571428571429,4.357142857142857,2.299068134204439,1.0,9.0,239.0,0.0,41.448602201306656
C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,5.7,2,3,6.142857142857143,4.5,2.853569193634026,1.0,9.0,249.0,0.0,47.28035379045104
A,Yangon,Member,Male,Sports and travel,44.02,10,9.6,2,3,5.285714285714286,5.5,3.8172540616821093,4.0,6.0,297.0,0.0,42.72588109252317
A,Yangon,Normal,Female,Home and lifestyle,69.96,8,6.4,4,2,6.714285714285714,6.642857142857143,3.30223589477825,0.33333333333333326,8.0,297.0,0.0,51.953353842167374
C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,7.9,2,3,6.285714285714286,6.142857142857143,3.8606685826112956,-0.75,6.0,298.0,0.0,49.791002873916945
A,Yangon,Normal,Female,Sports and travel,15.34,1,6.5,6,1,5.142857142857143,4.857142857142857,3.9761191895520187,-0.5,3.0,298.0,0.0,41.96417878432803
A,Yangon,Member,Male,Health and beauty,99.83,6,8.5,0,3,5.714285714285714,6.071428571428571,3.093772546815389,-0.33333333333333337,4.0,290.0,0.0,44.64065882022308
A,Yangon,Member,Female,Health and beauty,47.67,4,9.1,1,3,5.0,6.142857142857143,2.768874620972694,-0.5555555555555556,1.0,294.0,0.0,39.153311931459044
B,Mandalay,Normal,Male,Health and beauty,66.68,5,7.6,2,2,4.285714285714286,5.928571428571429,1.7043362064926992,-0.5,6.0,299.0,0.0,32.55650430973905
C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,6.9,6,3,5.857142857142857,5.928571428571429,4.29839394148448,-0.75,9.0,299.0,0.0,47.447590912226715
C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,9.5,3,1,6.142857142857143,5.0,3.9339789623472137,3.5,10.0,307.0,0.0,48.900968443520824
B,Mandalay,Normal,Female,Food and beverages,48.51,7,5.2,4,1,7.285714285714286,6.714285714285714,2.6276913640612176,1.3333333333333335,5.0,293.0,0.0,54.941537046091824
A,Yangon,Member,Female,Home and lifestyle,94.88,7,4.2,6,2,5.428571428571429,5.857142857142857,3.952094080237415,-0.30000000000000004,8.0,306.0,0.0,43.92814112035612
B,Mandalay,Member,Male,Electronic accessories,40.3,10,7.0,3,1,5.0,4.785714285714286,3.265986323710906,1.0,7.0,266.0,0.0,39.89897948556636
C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,6.0,3,3,5.571428571428571,5.071428571428571,3.2071349029490936,1.3333333333333335,3.0,273.0,0.0,43.81070235442364
A,Yangon,Member,Female,Electronic accessories,62.48,1,4.7,0,2,5.142857142857143,4.714285714285714,3.6253078686998643,-0.75,10.0,274.0,0.0,41.437961803049795
A,Yangon,Member,Female,Food and beverages,36.36,2,7.1,0,1,6.571428571428571,6.428571428571429,3.3094381626464866,-0.7142857142857143,4.0,295.0,0.0,50.96415724396973
B,Mandalay,Normal,Male,Health and beauty,18.11,10,5.9,2,3,5.0,6.5,2.768874620972694,1.0,4.0,309.0,0.0,39.153311931459044
C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,7.5,6,3,5.714285714285714,4.714285714285714,3.1471831698777737,4.0,5.0,279.0,0.0,44.72077475481666
C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,6.4,4,3,5.714285714285714,4.714285714285714,3.1471831698777737,0.0,4.0,283.0,0.0,44.72077475481666
A,Yangon,Member,Male,Home and lifestyle,78.38,6,5.8,3,1,5.0,5.714285714285714,3.6514837167011076,-0.33333333333333337,9.0,312.0,0.0,40.47722557505166
A,Yangon,Member,Male,Home and lifestyle,60.01,4,4.5,4,1,5.285714285714286,5.714285714285714,3.4503277967117714,1.0,6.0,316.0,0.0,42.175491695067656
C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,7.7,5,1,4.0,5.214285714285714,3.0550504633038935,-0.9,4.0,317.0,0.0,32.58257569495584
C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,6.7,2,1,5.0,4.571428571428571,2.645751311064589,-0.8,10.0,251.0,0.0,38.96862696659689
B,Mandalay,Member,Male,Health and beauty,39.01,1,4.7,1,3,4.857142857142857,6.285714285714286,2.968084198523321,-0.5,7.0,310.0,0.0,38.45212629778498
C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,4.4,0,2,6.428571428571429,5.928571428571429,3.552329886011098,-0.5,3.0,296.0,0.0,50.32849482901665
A,Yangon,Normal,Female,Electronic accessories,51.19,4,4.7,0,3,5.714285714285714,4.571428571428571,3.1471831698777737,0.0,5.0,287.0,0.0,44.72077475481666
B,Mandalay,Normal,Female,Electronic accessories,14.96,8,8.6,5,2,5.571428571428571,4.928571428571429,2.9920529661723836,-0.11111111111111116,3.0,295.0,0.0,43.48807944925858
A,Yangon,Member,Male,Electronic accessories,72.2,7,4.3,1,3,5.142857142857143,5.071428571428571,2.4102953780654808,-0.30000000000000004,3.0,302.0,0.0,39.61544306709822
A,Yangon,Normal,Female,Sports and travel,40.23,7,9.6,5,3,5.714285714285714,5.071428571428571,3.5923198500080544,-0.30000000000000004,1.0,314.0,0.0,45.38847977501208
A,Yangon,Member,Female,Home and lifestyle,88.79,8,4.1,6,2,4.0,5.357142857142857,3.0550504633038935,0.0,6.0,325.0,0.0,32.58257569495584
A,Yangon,Member,Female,Electronic accessories,26.48,3,4.7,3,3,4.571428571428571,5.071428571428571,2.370453040886411,-0.5714285714285714,1.0,305.0,0.0,35.55567956132962
A,Yangon,Normal,Female,Fashion accessories,81.91,2,7.8,1,3,4.714285714285714,4.571428571428571,2.8702082220799285,-0.5,7.0,253.0,0.0,37.30531233311989
B,Mandalay,Member,Male,Sports and travel,79.93,6,5.5,3,1,6.428571428571429,5.285714285714286,2.9358214555806357,5.0,10.0,320.0,0.0,49.403732183370956
C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,9.7,1,2,4.428571428571429,4.428571428571429,3.0472470011002177,-0.5,10.0,255.0,0.0,35.570870501650326
A,Yangon,Member,Female,Food and beverages,14.23,5,4.4,4,2,5.857142857142857,6.071428571428571,3.387652649872841,-0.4444444444444444,2.0,301.0,0.0,46.08147897480926
A,Yangon,Member,Female,Health and beauty,15.55,9,5.0,3,3,5.857142857142857,6.214285714285714,3.0237157840738185,3.5,7.0,319.0,0.0,45.53557367611073
C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,4.4,6,2,5.857142857142857,5.5,2.544836041121408,9.0,7.0,315.0,0.0,44.817254061682114
C,Naypyitaw,Member,Male,Food and beverages,99.37,2,5.2,3,2,5.142857142857143,5.571428571428571,3.6253078686998643,-0.7142857142857143,9.0,303.0,0.0,41.437961803049795
C,Naypyitaw,Member,Female,Food and beverages,21.08,3,7.3,5,2,4.285714285714286,5.428571428571429,3.2513733362117287,-0.6666666666666667,5.0,306.0,0.0,34.87706000431759
C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,4.9,3,1,5.857142857142857,5.785714285714286,2.544836041121408,0.0,7.0,320.0,0.0,44.817254061682114
C,Naypyitaw,Member,Female,Health and beauty,29.67,7,8.1,0,3,6.0,6.071428571428571,3.0550504633038935,0.16666666666666674,10.0,326.0,0.0,46.58257569495584
C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.4,0,2,5.714285714285714,5.714285714285714,3.1471831698777737,-0.33333333333333337,10.0,330.0,0.0,44.72077475481666
C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,5.5,1,2,4.142857142857143,5.428571428571429,2.968084198523321,-0.09999999999999998,4.0,315.0,0.0,33.452126297784986
C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,8.4,4,1,5.285714285714286,5.142857142857143,3.5923198500080575,-0.75,1.0,331.0,0.0,42.38847977501209
A,Yangon,Normal,Male,Health and beauty,15.26,6,9.8,4,2,5.428571428571429,4.857142857142857,3.5989416433697508,0.19999999999999996,5.0,337.0,0.0,43.398412465054626
A,Yangon,Normal,Female,Fashion accessories,61.77,5,6.7,4,3,4.571428571428571,4.428571428571429,3.047247001100218,0.25,4.0,260.0,0.0,36.570870501650326
A,Yangon,Normal,Male,Home and lifestyle,21.52,6,9.4,3,1,4.714285714285714,5.5,2.811540841738193,5.0,5.0,331.0,0.0,37.21731126260729
