Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,year,month,day,weekday,is_weekend,is_holiday,Total_Sales,Rolling_Mean_7
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2019-02-17,14:40,Credit card,524.7,4.761904762,26.235,8.8,2019,2,17,6,1,0,524.7,486.7242857142857
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,2019-03-08,16:43,Ewallet,487.8,4.761904762,24.39,5.3,2019,3,8,4,0,0,487.79999999999995,429.21571428571434
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,19:39,Cash,270.66,4.761904762,13.533,6.2,2019,2,18,0,0,0,270.65999999999997,218.20714285714283
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,2019-01-18,20:59,Credit card,131.55,4.761904762,6.5775,8.8,2019,1,18,4,0,0,131.54999999999998,491.63714285714286
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,15:39,Cash,206.52,4.761904762,10.326,9.8,2019,2,18,0,0,0,206.52,460.9214285714285
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2019-02-16,12:21,Cash,519.1,4.761904762,25.955,8.2,2019,2,16,5,1,0,519.0999999999999,497.78428571428566
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29.0,609.0,2019-03-16,19:25,Ewallet,580.0,4.761904762,29.0,9.2,2019,3,16,5,1,0,580.0,523.5214285714285
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,2019-01-23,13:00,Credit card,898.0,4.761904762,44.9,5.4,2019,1,23,2,0,0,898.0,523.2871428571428
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,13:48,Cash,905.0,4.761904762,45.25,8.1,2019,1,25,4,0,0,905.0,492.51000000000005
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,19:57,Cash,686.0,4.761904762,34.3,9.1,2019,2,5,1,0,0,686.0,507.76142857142855
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,10:36,Credit card,30.41,4.761904762,1.5205,8.4,2019,2,22,4,0,0,30.41,263.9457142857143
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,16:37,Ewallet,467.7,4.761904762,23.385,8.0,2019,1,21,0,0,0,467.70000000000005,456.84999999999997
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,17:11,Credit card,277.56,4.761904762,13.878,9.5,2019,3,8,4,0,0,277.56,534.5914285714285
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,12:28,Ewallet,301.4,4.761904762,15.07,9.2,2019,2,10,6,1,0,301.4,249.68428571428572
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,12:46,Credit card,264.56,4.761904762,13.228,5.6,2019,3,19,1,0,0,264.56,446.85714285714283
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,15:07,Credit card,574.88,4.761904762,28.744,6.2,2019,3,6,2,0,0,574.88,464.3142857142857
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.664,2019-03-27,13:48,Credit card,259.68,4.761904762,12.984,4.9,2019,3,27,2,0,0,259.68,453.6042857142857
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,19:20,Credit card,366.16,4.761904762,18.308,4.8,2019,3,23,5,1,0,366.16,286.32142857142856
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,2019-03-11,16:07,Credit card,241.92,4.761904762,12.096,7.3,2019,3,11,0,0,0,241.92000000000002,534.8114285714286
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,11:56,Credit card,749.16,4.761904762,37.458,7.4,2019,1,29,1,0,0,749.16,386.0071428571428
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:23,Ewallet,98.88,4.761904762,4.944,9.9,2019,2,7,3,0,0,98.88,228.69142857142856
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:05,Cash,647.76,4.761904762,32.388,9.3,2019,1,28,0,0,0,647.76,511.2742857142857
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,15:55,Credit card,461.45,4.761904762,23.0725,9.0,2019,2,20,2,0,0,461.45000000000005,272.0057142857143
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,19:40,Cash,72.17,4.761904762,3.6085,6.1,2019,1,4,4,0,0,72.17,491.27571428571434
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,13:58,Ewallet,251.4,4.761904762,12.57,9.7,2019,3,7,3,0,0,251.4,396.35571428571427
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,14:43,Ewallet,874.98,4.761904762,43.749,6.0,2019,3,30,5,1,0,874.98,536.5114285714286
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,19:18,Ewallet,560.34,4.761904762,28.017,10.0,2019,3,27,2,0,0,560.34,512.3542857142858
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,19:39,Credit card,345.44,4.761904762,17.272,8.3,2019,1,19,5,1,0,345.44,271.4171428571429
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:21,Cash,63.69,4.761904762,3.1845,6.0,2019,2,25,0,0,0,63.69,501.5442857142857
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,19:44,Credit card,320.53,4.761904762,16.0265,7.0,2019,3,13,2,0,1,320.53,273.5185714285714
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,19:42,Ewallet,152.8,4.761904762,7.64,6.5,2019,1,30,2,0,0,152.8,449.21571428571434
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,15:24,Credit card,399.0,4.761904762,19.95,5.9,2019,2,20,2,0,0,399.0,314.8614285714285
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:12,Ewallet,340.56,4.761904762,17.028,5.6,2019,2,25,0,0,0,340.56,515.4771428571429
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,13:32,Cash,955.8,4.761904762,47.79,4.8,2019,1,16,2,0,0,955.8,517.63
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:20,Credit card,989.8,4.761904762,49.49,8.7,2019,2,8,4,0,0,989.8000000000001,462.87
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31,Cash,307.68,4.761904762,15.384,6.5,2019,1,19,5,1,0,307.68,280.4842857142857
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10,Credit card,486.64,4.761904762,24.332,8.5,2019,2,1,4,0,0,486.64,435.87857142857143
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36,Ewallet,350.05,4.761904762,17.5025,5.5,2019,1,3,3,0,0,350.05,436.1985714285714
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45,Credit card,400.25,4.761904762,20.0125,9.4,2019,1,26,5,1,0,400.25,333.31857142857143
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,19:17,Cash,166.8,4.761904762,8.34,6.3,2019,3,3,6,1,0,166.8,485.4428571428571
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,17:34,Credit card,317.34,4.761904762,15.867,9.8,2019,1,19,5,1,0,317.34000000000003,404.1057142857143
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04,Ewallet,158.32,4.761904762,7.916,8.7,2019,1,18,4,0,0,158.32,341.80999999999995
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,16:21,Ewallet,304.56,4.761904762,15.228,8.8,2019,3,21,3,0,0,304.56000000000006,488.09857142857146
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:01,Credit card,177.36,4.761904762,8.868,9.6,2019,3,3,6,1,0,177.36,301.2257142857143
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50,Credit card,157.57,4.761904762,7.8785,4.8,2019,2,13,2,0,0,157.57000000000002,444.58428571428567
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,19:16,Ewallet,443.28,4.761904762,22.164,4.4,2019,3,23,5,1,0,443.28,315.20285714285717
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:47,Ewallet,260.4,4.761904762,13.02,9.9,2019,1,28,0,0,0,260.4,375.3985714285714
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00,Cash,449.82,4.761904762,22.491,5.7,2019,2,9,5,1,0,449.82000000000005,469.2242857142857
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:51,Cash,307.76,4.761904762,15.388,7.7,2019,1,23,2,0,0,307.76,313.37857142857143
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55,Ewallet,155.0,4.761904762,7.75,8.0,2019,3,23,5,1,0,155.0,329.7357142857143
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00,Ewallet,274.48,4.761904762,13.724,5.7,2019,1,25,4,0,0,274.48,374.9585714285714
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19,Credit card,86.38,4.761904762,4.319,6.7,2019,3,4,0,0,0,86.38,307.5157142857143
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,19:46,Ewallet,54.24,4.761904762,2.712,8.0,2019,3,5,1,0,0,54.239999999999995,264.1271428571428
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00,Ewallet,755.92,4.761904762,37.796,7.5,2019,3,3,6,1,0,755.92,502.3971428571428
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53,Cash,185.88,4.761904762,9.294,7.0,2019,2,8,4,0,0,185.88,499.4485714285714
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50,Ewallet,74.07,4.761904762,3.7035,9.9,2019,2,10,6,1,0,74.07,443.2157142857142
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50,Credit card,279.24,4.761904762,13.962,5.9,2019,1,28,0,0,0,279.24,400.9814285714286
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39,Credit card,231.12,4.761904762,11.556,7.2,2019,2,11,0,0,0,231.12,398.0842857142857
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41,Ewallet,147.04,4.761904762,7.352,4.6,2019,1,15,1,0,0,147.04,451.5642857142857
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08,Cash,790.2,4.761904762,39.51,9.2,2019,3,16,5,1,0,790.1999999999999,333.0585714285714
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23,Ewallet,102.2,4.761904762,5.11,5.7,2019,1,26,5,1,0,102.2,276.14142857142855
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30,Credit card,163.55,4.761904762,8.1775,9.9,2019,3,19,1,0,0,163.55,310.37
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:30,Cash,74.29,4.761904762,3.7145,5.0,2019,1,13,6,1,0,74.29,419.12
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03,Cash,87.4,4.761904762,4.37,4.9,2019,3,26,1,0,0,87.4,349.65000000000003
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13,Ewallet,25.29,4.761904762,1.2645,6.1,2019,3,23,5,1,0,25.29,236.24571428571426
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58,Credit card,166.0,4.761904762,8.3,8.2,2019,3,12,1,0,0,166.0,336.2671428571429
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57,Credit card,356.95,4.761904762,17.8475,5.5,2019,2,17,6,1,0,356.95,326.8728571428572
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01,Credit card,114.9,4.761904762,5.745,6.8,2019,1,29,1,0,0,114.89999999999999,231.39285714285714
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57,Cash,229.96,4.761904762,11.498,6.6,2019,3,15,4,0,0,229.96,229.4385714285714
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02,Cash,429.87,4.761904762,21.4935,9.8,2019,1,14,0,0,0,429.87,215.89142857142855
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51,Ewallet,259.0,4.761904762,12.95,8.7,2019,2,6,2,0,0,259.0,248.26999999999998
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42,Credit card,88.85,4.761904762,4.4425,5.4,2019,2,15,4,0,0,88.85,140.95
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02,Ewallet,207.27,4.761904762,10.3635,7.9,2019,1,3,3,0,0,207.27,229.22857142857146
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:19,Credit card,599.85,4.761904762,29.9925,9.7,2019,1,4,4,0,0,599.85,282.7914285714286
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38,Ewallet,285.3,4.761904762,14.265,7.8,2019,3,18,0,0,0,285.3,155.15285714285713
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41,Ewallet,91.11,4.761904762,4.5555,5.1,2019,3,28,3,0,0,91.11,379.82714285714286
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,19:42,Credit card,897.57,4.761904762,44.8785,6.5,2019,3,2,5,1,0,897.57,400.7057142857143
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24,Ewallet,236.07,4.761904762,11.8035,5.9,2019,1,25,4,0,0,236.07,410.6014285714286
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,18:08,Cash,839.34,4.761904762,41.967,8.8,2019,1,16,2,0,0,839.34,424.1614285714286
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17,Ewallet,461.8,4.761904762,23.09,4.9,2019,3,20,2,0,0,461.8,210.54285714285714
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,13:24,Credit card,139.26,4.761904762,6.963,4.4,2019,1,4,4,0,0,139.26,171.23857142857142
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53,Cash,207.27,4.761904762,10.3635,6.5,2019,3,11,0,0,0,207.26999999999998,191.75
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:05,Credit card,18.28,4.761904762,0.914,8.3,2019,3,22,4,0,0,18.28,173.26285714285714
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27,Cash,123.85,4.761904762,6.1925,8.5,2019,3,24,6,1,0,123.85,187.61428571428567
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55,Cash,283.92,4.761904762,14.196,5.5,2019,2,21,3,0,0,283.92,405.82714285714286
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58,Ewallet,758.96,4.761904762,37.948,8.7,2019,2,12,1,0,0,758.96,381.2271428571429
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59,Credit card,172.02,4.761904762,8.601,7.9,2019,3,10,6,1,0,172.02,423.3985714285714
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44,Ewallet,272.1,4.761904762,13.605,6.1,2019,1,31,3,0,0,272.1,421.3342857142857
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46,Ewallet,434.56,4.761904762,21.728,5.4,2019,3,6,2,0,0,434.56,422.15285714285716
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06,Cash,59.05,4.761904762,2.9525,9.4,2019,2,17,6,1,0,59.050000000000004,396.91857142857145
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,Cash,12.54,4.761904762,0.627,8.2,2019,2,21,3,0,0,12.54,241.6185714285714
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56,Cash,86.5,4.761904762,4.325,6.2,2019,3,20,2,0,0,86.5,390.5442857142857
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29,Credit card,174.32,4.761904762,8.716,9.7,2019,1,11,4,0,0,174.32,142.99714285714285
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14,Ewallet,624.33,4.761904762,31.2165,4.0,2019,1,26,5,1,0,624.33,268.4114285714286
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24,Ewallet,148.24,4.761904762,7.412,9.7,2019,1,31,3,0,0,148.24,356.6857142857143
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52,Cash,544.2,4.761904762,27.21,5.3,2019,2,26,1,0,0,544.2,348.7357142857143
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55,Ewallet,507.36,4.761904762,25.368,7.4,2019,3,11,0,0,0,507.36,212.72571428571428
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,Cash,162.74,4.761904762,8.137,6.5,2019,1,26,5,1,0,162.74,242.35714285714286
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52,Credit card,31.77,4.761904762,1.5885,8.7,2019,3,12,1,0,0,31.77,225.04999999999998
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54,Cash,756.81,4.761904762,37.8405,8.0,2019,2,11,0,0,0,756.8100000000001,339.32714285714286
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31,Cash,295.28,4.761904762,14.764,6.7,2019,2,21,3,0,0,295.28,220.27999999999997
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24,Ewallet,519.4,4.761904762,25.97,6.5,2019,3,9,5,1,0,519.4,374.3157142857143
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09,Ewallet,186.28,4.761904762,9.314,4.1,2019,1,20,6,1,0,186.28,147.46571428571428
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,87.05,4.761904762,4.3525,4.9,2019,1,28,0,0,0,87.05,374.2657142857143
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,Credit card,221.1,4.761904762,11.055,8.6,2019,3,5,1,0,0,221.1,230.85999999999996
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26,Cash,66.1,4.761904762,3.305,4.3,2019,3,2,5,1,0,66.10000000000001,200.76857142857145
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20,Ewallet,89.69,4.761904762,4.4845,4.9,2019,1,11,4,0,0,89.69,233.05999999999997
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49,Credit card,224.46,4.761904762,11.223,5.6,2019,1,11,4,0,0,224.46,414.8614285714286
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01,Credit card,119.54,4.761904762,5.977,5.8,2019,3,11,0,0,0,119.54,367.62857142857143
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,186.4,4.761904762,9.32,6.0,2019,2,28,3,0,0,186.4,246.67285714285714
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25,Cash,250.6,4.761904762,12.53,4.2,2019,1,5,5,1,0,250.6,233.92571428571426
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,Credit card,750.96,4.761904762,37.548,8.3,2019,2,2,5,1,0,750.96,337.59285714285716
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47,Cash,380.72,4.761904762,19.036,5.7,2019,1,1,1,0,1,380.72,379.2885714285714
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,Cash,244.2,4.761904762,12.21,4.8,2019,2,9,5,1,0,244.20000000000002,195.0942857142857
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,Ewallet,89.7,4.761904762,4.485,6.8,2019,1,23,2,0,0,89.7,151.06428571428572
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11,Credit card,310.88,4.761904762,15.544,8.8,2019,1,7,0,0,0,310.88,200.6342857142857
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06,Credit card,511.42,4.761904762,25.571,4.2,2019,1,14,0,0,0,511.42,375.0357142857143
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,2019,2,2,5,1,0,418.95,383.89285714285717
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,351.9,4.761904762,17.595,8.4,2019,3,17,6,1,0,351.9,199.5442857142857
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,28.78,4.761904762,1.439,7.2,2019,3,2,5,1,0,28.78,139.23714285714286
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,95.0,4.761904762,4.75,5.2,2019,3,16,5,1,0,95.0,352.1028571428571
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,Cash,471.2,4.761904762,23.56,8.9,2019,1,6,6,1,0,471.2,353.44571428571425
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,130.48,4.761904762,6.524,9.0,2019,1,29,1,0,0,130.48,194.93571428571428
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46,Credit card,66.35,4.761904762,3.3175,9.7,2019,1,31,3,0,0,66.35,201.67714285714285
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16,Ewallet,155.46,4.761904762,7.773,8.7,2019,2,5,1,0,0,155.46,373.04285714285714
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,129.0,4.761904762,6.45,6.5,2019,2,13,2,0,0,129.0,198.92857142857142
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,263.76,4.761904762,13.188,6.9,2019,2,7,3,0,0,263.76,158.8657142857143
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,Ewallet,675.54,4.761904762,33.777,6.2,2019,3,19,1,0,0,675.54,250.83285714285714
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,65.8,4.761904762,3.29,5.6,2019,3,7,3,0,0,65.8,162.15285714285713
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,Cash,153.2,4.761904762,7.66,5.7,2019,3,13,2,0,1,153.2,152.4528571428571
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,Cash,222.4,4.761904762,11.12,4.2,2019,2,9,5,1,0,222.39999999999998,154.5942857142857
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,2019,2,26,1,0,0,54.45,142.47857142857143
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,688.8,4.761904762,34.44,8.7,2019,3,12,1,0,0,688.8000000000001,211.26857142857145
